protocol,latency,hops,oob_interaction,correct
atis,271.076,3,2,1
atis,267.962,4,2,1
atis,163.413,4,2,1
atis,282.003,4,2,1
atis,290.371,3,2,1
atis,190.311,3,2,1
atis,380.61,5,2,1
atis,285.87,5,2,1
atis,153.09,5,2,1
atis,177.303,3,2,1
atis,141.96,4,2,1
atis,413.939,5,2,1
atis,266.837,4,2,1
atis,295.837,5,2,1
atis,254.499,4,2,1
atis,342.1,4,2,1
atis,309.37,5,2,1
atis,337.121,4,2,1
atis,287.412,5,2,1
atis,405.138,4,2,1
atis,273.573,3,2,1
atis,308.175,4,2,1
atis,337.646,4,2,1
atis,427.263,4,2,1
atis,401.827,4,2,1
atis,274.813,5,2,1
atis,218.05,4,2,1
atis,303.7,3,2,1
atis,382.554,4,2,1
atis,262.179,4,2,1
atis,172.073,3,2,1
atis,214.529,4,2,1
atis,288.61,4,2,1
atis,258.831,3,2,1
atis,252.964,4,2,1
atis,272.545,4,2,1
atis,376.068,5,2,1
atis,279.144,2,2,1
atis,205.594,5,2,1
atis,384.486,3,2,1
atis,248.484,4,2,1
atis,254.354,5,2,1
atis,259.85,4,2,1
atis,216.764,5,2,1
atis,305.28,5,2,1
atis,393.214,2,2,1
atis,157.836,3,2,1
atis,160.9,6,2,1
atis,396.91,3,2,1
atis,263.613,5,2,1
atis,255.129,4,2,1
atis,244.433,4,2,1
atis,396.454,2,2,1
atis,214.497,5,2,1
atis,221.041,3,2,1
atis,270.294,4,2,1
atis,345.29,4,2,1
atis,381.099,2,2,1
atis,184.373,2,2,1
atis,349.25,4,2,1
atis,383.839,3,2,1
atis,151.775,4,2,1
atis,265.154,3,2,1
atis,302.973,4,2,1
atis,279.457,3,2,1
atis,281.114,3,2,1
atis,249.183,5,2,1
atis,383.762,4,2,1
atis,180.892,3,2,1
atis,302.794,4,2,1
atis,255.465,4,2,1
