protocol,latency,hops,oob_interaction,correct
cpex,541.126,3,2,1
cpex,634.505,6,2,1
cpex,605.844,4,2,1
cpex,1224.719,4,4,1
cpex,556.006,4,2,1
cpex,1154.555,6,4,1
cpex,569.496,3,2,1
cpex,668.506,5,2,1
cpex,525.739,5,2,1
cpex,726.257,5,2,1
cpex,636.039,4,2,1
cpex,740.502,3,2,1
cpex,487.457,4,2,1
cpex,602.0,4,2,1
cpex,386.956,6,2,1
cpex,665.632,6,2,1
cpex,563.291,4,2,1
cpex,598.088,5,2,1
cpex,557.893,7,2,1
cpex,628.565,7,2,1
cpex,776.657,3,2,1
cpex,683.274,5,2,1
cpex,585.927,4,2,1
cpex,563.67,5,2,1
cpex,603.621,3,2,1
cpex,453.131,6,2,1
cpex,670.822,5,2,1
cpex,584.273,4,2,1
cpex,602.239,5,2,1
cpex,577.736,5,2,1
cpex,609.603,4,2,1
cpex,822.745,4,2,1
cpex,811.237,5,4,1
cpex,446.616,5,2,1
cpex,600.824,5,2,1
cpex,779.764,4,2,1
cpex,585.355,2,2,1
cpex,563.46,3,2,1
cpex,607.392,2,2,1
cpex,1461.087,4,4,1
cpex,474.177,4,2,1
cpex,593.332,4,2,1
cpex,464.392,4,2,1
cpex,760.153,5,2,1
cpex,705.053,5,2,1
cpex,579.665,4,2,1
cpex,595.764,4,2,1
cpex,1291.955,5,4,1
cpex,645.218,6,2,1
cpex,595.237,4,2,1
cpex,557.54,4,2,1
